83,Can delete damage info,21,delete_damageinfo
84,Can view damage info,21,view_damageinfo
85,Can add damagereport images,22,add_damagereportimages
86,Can change damagereport images,22,change_damagereportimages
87,Can delete damagereport images,22,delete_damagereportimages
88,Can view damagereport images,22,view_damagereportimages
89,Can add department_info,23,add_department_info
90,Can change department_info,23,change_department_info
91,Can delete department_info,23,delete_department_info
92,Can view department_info,23,view_department_info
93,Can add designation info,24,add_designationinfo
94,Can change designation info,24,change_designationinfo
95,Can delete designation info,24,delete_designationinfo
96,Can view designation info,24,view_designationinfo
97,Can add enquiry_ info,25,add_enquiry_info
98,Can change enquiry_ info,25,change_enquiry_info
99,Can delete enquiry_ info,25,delete_enquiry_info
100,Can view enquiry_ info,25,view_enquiry_info
101,Can add fueltype info,26,add_fueltypeinfo
102,Can change fueltype info,26,change_fueltypeinfo
103,Can delete fueltype info,26,delete_fueltypeinfo
104,Can view fueltype info,26,view_fueltypeinfo
105,Can add gstexcemption info,27,add_gstexcemptioninfo
106,Can change gstexcemption info,27,change_gstexcemptioninfo
107,Can delete gstexcemption info,27,delete_gstexcemptioninfo
108,Can view gstexcemption info,27,view_gstexcemptioninfo
109,Can add gstmodel info,28,add_gstmodelinfo
110,Can change gstmodel info,28,change_gstmodelinfo
111,Can delete gstmodel info,28,delete_gstmodelinfo
112,Can view gstmodel info,28,view_gstmodelinfo
113,Can add insurance_ type,29,add_insurance_type
114,Can change insurance_ type,29,change_insurance_type
115,Can delete insurance_ type,29,delete_insurance_type
116,Can view insurance_ type,29,view_insurance_type
117,Can add loadingbayimages_ info,30,add_loadingbayimages_info
118,Can change loadingbayimages_ info,30,change_loadingbayimages_info
119,Can delete loadingbayimages_ info,30,delete_loadingbayimages_info
120,Can view loadingbayimages_ info,30,view_loadingbayimages_info
121,Can add location_info,31,add_location_info
122,Can change location_info,31,change_location_info
123,Can delete location_info,31,delete_location_info
124,Can view location_info,31,view_location_info
125,Can add materialhandling_ info,32,add_materialhandling_info
126,Can change materialhandling_ info,32,change_materialhandling_info
127,Can delete materialhandling_ info,32,delete_materialhandling_info
128,Can view materialhandling_ info,32,view_materialhandling_info
129,Can add movementtype info,33,add_movementtypeinfo
130,Can change movementtype info,33,change_movementtypeinfo
131,Can delete movementtype info,33,delete_movementtypeinfo
132,Can view movementtype info,33,view_movementtypeinfo
133,Can add ownership info,34,add_ownershipinfo
134,Can change ownership info,34,change_ownershipinfo
135,Can delete ownership info,34,delete_ownershipinfo
136,Can view ownership info,34,view_ownershipinfo
137,Can add packagetype_info,35,add_packagetype_info
138,Can change packagetype_info,35,change_packagetype_info
139,Can delete packagetype_info,35,delete_packagetype_info
140,Can view packagetype_info,35,view_packagetype_info
141,Can add paymentcycle info,36,add_paymentcycleinfo
142,Can change paymentcycle info,36,change_paymentcycleinfo
143,Can delete paymentcycle info,36,delete_paymentcycleinfo
144,Can view paymentcycle info,36,view_paymentcycleinfo
145,Can add paymenttype info,37,add_paymenttypeinfo
146,Can change paymenttype info,37,change_paymenttypeinfo
147,Can delete paymenttype info,37,delete_paymenttypeinfo
148,Can view paymenttype info,37,view_paymenttypeinfo
149,Can add peo_reg,38,add_peo_reg
150,Can change peo_reg,38,change_peo_reg
151,Can delete peo_reg,38,delete_peo_reg
152,Can view peo_reg,38,view_peo_reg
153,Can add permittype info,39,add_permittypeinfo
154,Can change permittype info,39,change_permittypeinfo
155,Can delete permittype info,39,delete_permittypeinfo
156,Can view permittype info,39,view_permittypeinfo
157,Can add prod_ cat,40,add_prod_cat
158,Can change prod_ cat,40,change_prod_cat
159,Can delete prod_ cat,40,delete_prod_cat
160,Can view prod_ cat,40,view_prod_cat
161,Can add prod_ type,41,add_prod_type
162,Can change prod_ type,41,change_prod_type
163,Can delete prod_ type,41,delete_prod_type
164,Can view prod_ type,41,view_prod_type
165,Can add received_not,42,add_received_not
166,Can change received_not,42,change_received_not
167,Can delete received_not,42,delete_received_not
168,Can view received_not,42,view_received_not
169,Can add role info,43,add_roleinfo
170,Can change role info,43,change_roleinfo
171,Can delete role info,43,delete_roleinfo
172,Can view role info,43,view_roleinfo
173,Can add stacking info,44,add_stackinginfo
174,Can change stacking info,44,change_stackinginfo
175,Can delete stacking info,44,delete_stackinginfo
176,Can view stacking info,44,view_stackinginfo
177,Can add state,45,add_state
178,Can change state,45,change_state
179,Can delete state,45,delete_state
180,Can view state,45,view_state
181,Can add status list,46,add_statuslist
182,Can change status list,46,change_statuslist
183,Can delete status list,46,delete_statuslist
184,Can view status list,46,view_statuslist
185,Can add stock_movement_type,47,add_stock_movement_type
186,Can change stock_movement_type,47,change_stock_movement_type
187,Can delete stock_movement_type,47,delete_stock_movement_type
188,Can view stock_movement_type,47,view_stock_movement_type
189,Can add stock_type,48,add_stock_type
190,Can change stock_type,48,change_stock_type
191,Can delete stock_type,48,delete_stock_type
192,Can view stock_type,48,view_stock_type
193,Can add stud_reg,49,add_stud_reg
194,Can change stud_reg,49,change_stud_reg
195,Can delete stud_reg,49,delete_stud_reg
196,Can view stud_reg,49,view_stud_reg
197,Can add trbusinesstype info,50,add_trbusinesstypeinfo
198,Can change trbusinesstype info,50,change_trbusinesstypeinfo
199,Can delete trbusinesstype info,50,delete_trbusinesstypeinfo
200,Can view trbusinesstype info,50,view_trbusinesstypeinfo
201,Can add unit info,51,add_unitinfo
202,Can change unit info,51,change_unitinfo
203,Can delete unit info,51,delete_unitinfo
204,Can view unit info,51,view_unitinfo
205,Can add uom,52,add_uom
206,Can change uom,52,change_uom
207,Can delete uom,52,delete_uom
208,Can view uom,52,view_uom
209,Can add upload info,53,add_uploadinfo
210,Can change upload info,53,change_uploadinfo
211,Can delete upload info,53,delete_uploadinfo
212,Can view upload info,53,view_uploadinfo
213,Can add vehiclecategory info,54,add_vehiclecategoryinfo
214,Can change vehiclecategory info,54,change_vehiclecategoryinfo
215,Can delete vehiclecategory info,54,delete_vehiclecategoryinfo
216,Can view vehiclecategory info,54,view_vehiclecategoryinfo
217,Can add vehiclecolour info,55,add_vehiclecolourinfo
218,Can change vehiclecolour info,55,change_vehiclecolourinfo
219,Can delete vehiclecolour info,55,delete_vehiclecolourinfo
220,Can view vehiclecolour info,55,view_vehiclecolourinfo
221,Can add vehiclemodel info,56,add_vehiclemodelinfo
222,Can change vehiclemodel info,56,change_vehiclemodelinfo
223,Can delete vehiclemodel info,56,delete_vehiclemodelinfo
224,Can view vehiclemodel info,56,view_vehiclemodelinfo
225,Can add vehiclenumber info,57,add_vehiclenumberinfo
226,Can change vehiclenumber info,57,change_vehiclenumberinfo
227,Can delete vehiclenumber info,57,delete_vehiclenumberinfo
228,Can view vehiclenumber info,57,view_vehiclenumberinfo
229,Can add vehiclesource info,58,add_vehiclesourceinfo
230,Can change vehiclesource info,58,change_vehiclesourceinfo
231,Can delete vehiclesource info,58,delete_vehiclesourceinfo
232,Can view vehiclesource info,58,view_vehiclesourceinfo
233,Can add vehicletype info,59,add_vehicletypeinfo
234,Can change vehicletype info,59,change_vehicletypeinfo
235,Can delete vehicletype info,59,delete_vehicletypeinfo
236,Can view vehicletype info,59,view_vehicletypeinfo
237,Can add vhmanufacturer info,60,add_vhmanufacturerinfo
238,Can change vhmanufacturer info,60,change_vhmanufacturerinfo
239,Can delete vhmanufacturer info,60,delete_vhmanufacturerinfo
240,Can view vhmanufacturer info,60,view_vhmanufacturerinfo
241,Can add wh_chargetype,61,add_wh_chargetype
242,Can change wh_chargetype,61,change_wh_chargetype
243,Can delete wh_chargetype,61,delete_wh_chargetype
244,Can view wh_chargetype,61,view_wh_chargetype
245,Can add whstoragetype info,62,add_whstoragetypeinfo
246,Can change whstoragetype info,62,change_whstoragetypeinfo
247,Can delete whstoragetype info,62,delete_whstoragetypeinfo
248,Can view whstoragetype info,62,view_whstoragetypeinfo
249,Can add my user,63,add_myuser
250,Can change my user,63,change_myuser
251,Can delete my user,63,delete_myuser
252,Can view my user,63,view_myuser
253,Can add whratemaster info,64,add_whratemasterinfo
254,Can change whratemaster info,64,change_whratemasterinfo
255,Can delete whratemaster info,64,delete_whratemasterinfo
256,Can view whratemaster info,64,view_whratemasterinfo
257,Can add warehouse_stock_info,65,add_warehouse_stock_info
258,Can change warehouse_stock_info,65,change_warehouse_stock_info
259,Can delete warehouse_stock_info,65,delete_warehouse_stock_info
260,Can view warehouse_stock_info,65,view_warehouse_stock_info
261,Can add warehouse_goods_info,66,add_warehouse_goods_info
262,Can change warehouse_goods_info,66,change_warehouse_goods_info
263,Can delete warehouse_goods_info,66,delete_warehouse_goods_info
264,Can view warehouse_goods_info,66,view_warehouse_goods_info
265,Can add vendor_info,67,add_vendor_info
266,Can change vendor_info,67,change_vendor_info
267,Can delete vendor_info,67,delete_vendor_info
268,Can view vendor_info,67,view_vendor_info
269,Can add vehiclemaster info,68,add_vehiclemasterinfo
270,Can change vehiclemaster info,68,change_vehiclemasterinfo
271,Can delete vehiclemaster info,68,delete_vehiclemasterinfo
272,Can view vehiclemaster info,68,view_vehiclemasterinfo
273,Can add vehicledetail info,69,add_vehicledetailinfo
274,Can change vehicledetail info,69,change_vehicledetailinfo
275,Can delete vehicledetail info,69,delete_vehicledetailinfo
276,Can view vehicledetail info,69,view_vehicledetailinfo
277,Can add user_ext info,70,add_user_extinfo
278,Can change user_ext info,70,change_user_extinfo
279,Can delete user_ext info,70,delete_user_extinfo
280,Can view user_ext info,70,view_user_extinfo
281,Can add tripdetail info,71,add_tripdetailinfo
282,Can change tripdetail info,71,change_tripdetailinfo
283,Can delete tripdetail info,71,delete_tripdetailinfo
284,Can view tripdetail info,71,view_tripdetailinfo
285,Can add tripclosure info,72,add_tripclosureinfo
286,Can change tripclosure info,72,change_tripclosureinfo
287,Can delete tripclosure info,72,delete_tripclosureinfo
288,Can view tripclosure info,72,view_tripclosureinfo
289,Can add service_ info,73,add_service_info
290,Can change service_ info,73,change_service_info
291,Can delete service_ info,73,delete_service_info
292,Can view service_ info,73,view_service_info
293,Can add rtratemaster info,74,add_rtratemasterinfo
294,Can change rtratemaster info,74,change_rtratemasterinfo
295,Can delete rtratemaster info,74,delete_rtratemasterinfo
296,Can view rtratemaster info,74,view_rtratemasterinfo
297,Can add product_info,75,add_product_info
298,Can change product_info,75,change_product_info
299,Can delete product_info,75,delete_product_info
300,Can view product_info,75,view_product_info
301,Can add locationmaster info,76,add_locationmasterinfo
302,Can change locationmaster info,76,change_locationmasterinfo
303,Can delete locationmaster info,76,delete_locationmasterinfo
304,Can view locationmaster info,76,view_locationmasterinfo
305,Can add loadingbay_ info,77,add_loadingbay_info
306,Can change loadingbay_ info,77,change_loadingbay_info
307,Can delete loadingbay_ info,77,delete_loadingbay_info
308,Can view loadingbay_ info,77,view_loadingbay_info
309,Can add insurance_ info,78,add_insurance_info
310,Can change insurance_ info,78,change_insurance_info
311,Can delete insurance_ info,78,delete_insurance_info
312,Can view insurance_ info,78,view_insurance_info
313,Can add gatein_pre_info,79,add_gatein_pre_info
314,Can change gatein_pre_info,79,change_gatein_pre_info
315,Can delete gatein_pre_info,79,delete_gatein_pre_info
316,Can view gatein_pre_info,79,view_gatein_pre_info
317,Can add gatein_info,80,add_gatein_info
318,Can change gatein_info,80,change_gatein_info
319,Can delete gatein_info,80,delete_gatein_info
320,Can view gatein_info,80,view_gatein_info
321,Can add enquirynote info,81,add_enquirynoteinfo
322,Can change enquirynote info,81,change_enquirynoteinfo
323,Can delete enquirynote info,81,delete_enquirynoteinfo
324,Can view enquirynote info,81,view_enquirynoteinfo
325,Can add employee,82,add_employee
326,Can change employee,82,change_employee
327,Can delete employee,82,delete_employee
328,Can view employee,82,view_employee
329,Can add dispatch_info,83,add_dispatch_info
330,Can change dispatch_info,83,change_dispatch_info
331,Can delete dispatch_info,83,delete_dispatch_info
332,Can view dispatch_info,83,view_dispatch_info
333,Can add damagereport info,84,add_damagereportinfo
334,Can change damagereport info,84,change_damagereportinfo
335,Can delete damagereport info,84,delete_damagereportinfo
336,Can view damagereport info,84,view_damagereportinfo
337,Can add consignmentdetail info,85,add_consignmentdetailinfo
338,Can change consignmentdetail info,85,change_consignmentdetailinfo
339,Can delete consignmentdetail info,85,delete_consignmentdetailinfo
340,Can view consignmentdetail info,85,view_consignmentdetailinfo
341,Can add biling info,86,add_bilinginfo
342,Can change biling info,86,change_bilinginfo
343,Can delete biling info,86,delete_bilinginfo
344,Can view biling info,86,view_bilinginfo
345,Can add assign_asset_info,87,add_assign_asset_info
346,Can change assign_asset_info,87,change_assign_asset_info
347,Can delete assign_asset_info,87,delete_assign_asset_info
348,Can view assign_asset_info,87,view_assign_asset_info
